82,136,82,27,77,59,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,57,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,55,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,53,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,51,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,50,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,48,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,46,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,44,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,97,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,96,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,95,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,93,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,92,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,91,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,89,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
83,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
85,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
86,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
87,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
89,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
90,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
91,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
93,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,136,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,135,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,134,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,133,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,132,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,130,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,129,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,128,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,127,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,42,86,11,109,104,89,88,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,44,86,11,109,104,89,89,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,46,86,11,109,104,89,90,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,49,86,11,109,104,89,92,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,51,86,11,109,104,89,93,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,53,86,11,109,104,89,94,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,55,86,11,109,104,89,95,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,58,86,11,109,104,89,97,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,60,86,11,109,104,89,98,180,0,0,0,0,0,0,0,0,0,0,0
94,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
93,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
91,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
90,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
89,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
87,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
86,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
85,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
83,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
82,126,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
82,127,82,27,77,62,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
82,128,82,27,77,61,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
82,129,82,27,77,61,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
82,130,82,27,77,61,86,11,109,104,89,99,180,0,0,0,0,0,0,0,0,0,0,0
82,132,82,27,77,60,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,133,82,27,77,60,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,134,82,27,77,60,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,135,82,27,77,59,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
82,136,82,27,77,59,86,11,109,104,89,100,180,0,0,0,0,0,0,0,0,0,0,0
